Count,ACT,NSW,NT,QLD,SA,TAS,Total,VIC,WA
"Rateb(per 1,000 population)",749.529861188124,393.929334445263,335.967688140116,400.788706995114,406.288014762926,212.120128911123,385.460476658001,356.085034765652,370.737026433256
